Country Name,Series,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
East Asia & Pacific (excluding high income),"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (excluding high income),"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (excluding high income),"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (excluding high income),"Unemployment, total (% of total labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.383394367,2.357265847,2.646251685,2.833383399,2.940189462,3.061877749,3.206330295,3.363646426,3.448228921,3.404136093,3.832238897,4.146793325,4.393421236,4.38546368,4.457202223,4.355173657,4.328685028,4.410013599,4.389355275,4.146544508,4.139006418,4.062793899,4.074267766,4.054117765,4.110509571,4.024462527,3.950131599,3.852769049,3.895591892,NA,NA,NA,NA
East Asia & Pacific (excluding high income),"Unemployment, female (% of female labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.178161619,2.118316576,2.394171722,2.574856755,2.688343326,2.808718357,2.935413487,3.057011679,3.131207704,3.089305455,3.55040506,3.787972434,4.048886168,4.048293051,4.112943619,3.984869516,3.993204892,3.982188836,3.936632152,3.745319676,3.735874912,3.648285442,3.62255043,3.586789933,3.644545607,3.540091215,3.496936204,3.417308795,3.457882096,NA,NA,NA,NA
East Asia & Pacific (excluding high income),"Unemployment, male (% of male labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.546529886,2.547819989,2.847330299,3.03887051,3.140997157,3.263467725,3.422000295,3.607170756,3.701371574,3.654472449,4.054470776,4.428822928,4.664422889,4.648663018,4.724445142,4.641502557,4.588276597,4.740439923,4.738956909,4.455424297,4.449699231,4.380645533,4.420999437,4.412736825,4.468607631,4.395083901,4.295885859,4.184973458,4.22862074,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),GDP per capita (current US$),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"Out-of-school children of primary school age, both sexes (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16156298,11244088,8970170,7170937,7405988,7363106,8293688,9730098,11714453,14617425,16864581,18662018,15063099,10591902,9794301,8685569,8314906,8011913,8388333,8396390,9409112,7283327,7127740,6406984,6106183,5758947,5601255,5896965,5726277,5642653,5752094,5496737,5458759,5724946,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"Out-of-school children of primary school age, female (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11533560,7960403,6783041,5661491,5541447,5558772,5925385,6553067,7501422,8791684,9614992,10284570,8141444,5551654,5128696,4502145,4198487,4113581,4249618,4280034,4741586,3629060,3581165,3220840,2886076,2464600,2699262,2728201,2781808,2860808,3048852,2936297,2959910,3078384,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"Out-of-school children of primary school age, male (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4622738,3283685,2187129,1509446,1864541,1804334,2368304,3177032,4213032,5825741,7249590,8377449,6921654,5040249,4665605,4183424,4116419,3898332,4138715,4116356,4667527,3654267,3546575,3186144,3220107,3294347,2901993,3168764,2944469,2781845,2703242,2560440,2498850,2646562,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"Out-of-school adolescents of lower secondary school age, both sexes (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23328290,24412887,24814210,24724848,22401689,19093334,15973836,13804820,13249299,10742131,10650383,9838820,9480439,9149412,8854264,8526566,8048565,7810449,7914470,8247186,8202612,8286774,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"Out-of-school adolescents of lower secondary school age, female (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11370058,11964775,12168155,12206699,11011895,9284638,7698352,6684469,6368844,5159598,5152376,4738350,4528592,4374051,4145491,4007108,3690604,3546300,3562178,3647230,3577290,3573400,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"Out-of-school adolescents of lower secondary school age, male (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11958232,12448112,12646055,12518149,11389794,9808696,8275484,7120351,6880455,5582533,5498007,5100470,4951847,4775362,4708773,4519458,4357961,4264149,4352293,4599956,4625322,4713374,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"Out-of-school youth of upper secondary school age, both sexes (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36635512,36085832,37035959,38327162,39467476,40125484,40588744,41619281,38605302,33315239,28593986,24371760,21459256,19455207,19866181,20064618,20126529,19739429,19033104,17818775,17273082,16647018,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"Out-of-school youth of upper secondary school age, female (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20176585,19857560,19948644,20260839,20535880,20374040,20005853,19904681,18302183,15633255,13363575,11206677,9736810,8625060,8561584,8549288,8427456,8147185,7588482,6931583,6529342,6189070,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"Out-of-school youth of upper secondary school age, male (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16458927,16228271,17087316,18066323,18931597,19751445,20582891,21714600,20303119,17681985,15230411,13165083,11722446,10830147,11304597,11515330,11699074,11592243,11444622,10887191,10743740,10457948,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"School age population, primary education, both sexes (number)",138629953,144782986,150750468,156891418,163255480,169654190,175712859,181381808,185818766,187419959,188108322,186854280,185495980,182966398,179229499,174374484,168860593,163950303,160326462,158509979,158777475,160978695,163289943,167076041,172544757,179535690,187092010,194228615,197851016,196812313,191052646,181544747,172657166,165442681,177416529,174673872,173657006,172030367,170324025,168699283,167243872,165951279,165057832,164614032,164591655,164952948,165587020.5,166258185,167091524,168265958,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"School age population, primary education, female (number)",67644267,70654161,73561749,76585715,79757497,82979994,86053960,88935037,91149957,91902230,92145520,91390431,90580702,89243403,87365718,84991551,82337946,79956821,78187905,77291654,77407945,78465268,79573427,81396591,84030003,87389310,91007485,94397765,96050395,95408809,92443074,87637323,83137688,79472692,84859828,83441806,82897704,82040495,81120591,80222107,79394550,78642870,78110909,77807402,77716392,77819167,78068642,78356975,78762012,79372896,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"School age population, primary education, male (number)",70985686,74128825,77188719,80305703,83497983,86674196,89658899,92446771,94668809,95517729,95962802,95463849,94915278,93722995,91863781,89382933,86522647,83993482,82138557,81218325,81369530,82513427,83716516,85679450,88514754,92146380,96084525,99830850,101800621,101403504,98609572,93907424,89519478,85969989,92556701,91232066,90759302,89989872,89203434,88477176,87849322,87308409,86946923,86806630,86875263,87133781,87518378.5,87901210,88329512,88893062,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"School age population, lower secondary education, both sexes (number)",55709092,55516759,56510108,58833986,61491683,63922006,67521418,90860889,94603901,98731283,102738227,106386527,109120449,110295058,110356937,110010368,109442727,107821976,105106918,101709635,98078294,94758676,92348300,91767553,92421934,93301731,94197916,96769462,101067362,106090959,111583274,116573404,118252561,116129690,111461290,105689188,100112468,95566236,92914181,91521210,90748436,89830856,88987362,88109720,87239856,86472363,85901169,87639484,87634515,87841471,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"School age population, lower secondary education, female (number)",27253013,27160862,27645089,28779637,30075783,31254534,33008075,44376465,46257438,48341143,50378896,52237490,53592396,54128163,54081040,53815160,53445446,52590425,51242619,49590518,47834114,46227572,45062326,44786191,45109176,45539285,45973971,47212938,49276976,51682015,54309448,56688139,57443729,56318697,53934142,51000155,48161907,45865257,44513971,43793620,43383155,42896233,42439957,41962172,41486404,41064317,40742417.5,41532123,41475376,41524675,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"School age population, lower secondary education, male (number)",28456079,28355897,28865019,30054349,31415900,32667472,34513343,46484424,48346463,50390140,52359331,54149037,55528053,56166895,56275897,56195208,55997281,55231551,53864299,52119117,50244180,48531104,47285974,46981362,47312758,47762446,48223945,49556524,51790386,54408944,57273826,59885265,60808832,59810993,57527148,54689033,51950561,49700979,48400210,47727590,47365281,46934623,46547405,46147548,45753452,45408046,45158751.5,46107361,46159139,46316796,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"School age population, upper secondary education, both sexes (number)",52308507,51628266,50905158,50655032,51634068,53856348,56309222,56694647,77809621,82039420,85474801,89243355,93292177,97217544,100657540,103160290,104323569,104308214,103935656,103173547,101563864,98835079,95038015,91281010,88074661,85854868,85085734,85690690,86332816,87194631,89387163,93513947,98356832,103918147,108646021,110692698,108692011,103627548,97457755,91810345,87246183,84932431,83825514,83135497,82338040,81515563,80651500.5,79696793,80937412,80348384,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"School age population, upper secondary education, female (number)",25574727,25228868,24870758,24752791,25237062,26324118,27517352,27714096,37967685,40030725,41723947,43619374,45665262,47666716,49418276,50667766,51198039,51105595,50816282,50349162,49500098,48152261,46315592,44508161,42964371,41896265,41529448,41825334,42133904,42543215,43590839,45567717,47902446,50576570,52829790,53752500,52674112,50114975,47000908,44136244,41810426,40612183,40021309,39649698,39226664,38788074,38322703.5,37809975,38363113,38032583,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"School age population, upper secondary education, male (number)",26733780,26399398,26034400,25902241,26397006,27532230,28791870,28980551,39841936,42008695,43750854,45623981,47626915,49550828,51239264,52492524,53125530,53202619,53119374,52824385,52063766,50682818,48722423,46772849,45110290,43958603,43556286,43865356,44198912,44651416,45796324,47946230,50454386,53341577,55816231,56940198,56017899,53512573,50456847,47674101,45435757,44320248,43804205,43485799,43111376,42727489,42328797,41886818,42574299,42315801,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"Unemployment, total (% of total labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"Unemployment, female (% of female labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),"Unemployment, male (% of male labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euro area,GDP per capita (current US$),2237.32132,2521.881797,3026.071379,3903.56409,4401.790372,5077.577307,5275.337468,5976.590989,7289.063561,8793.517083,9806.320973,8489.913486,8197.397972,7981.072181,7642.633297,7836.780521,10971.13185,13532.29578,14833.18788,15086.94962,18900.36666,19541.70283,21455.42537,19556.58564,20586.99789,23696.93832,23915.77216,21810.28751,22380.50679,22213.18128,20166.5673,20433.21042,22109.87185,27134.91228,30948.7749,31936.01809,33767.09252,38666.73429,42177.82092,38423.21376,37567.0529,40613.00019,37597.99051,39102.95286,39856.7003,34377.51406,35128.1033,36997.72704,39927.61759,NA,NA,NA,NA,NA
Euro area,"Out-of-school children of primary school age, both sexes (number)",1074405,1085208,1075990,1094009,969420,915958,846340,833358,746489,687701,659627,674748,723066,838859,857140,831772,665686,596845,560615,533334,557954,581334,659284,627079,640094,538931,394122,356652,114410,188235,195011,215855,362367,364236,356258,201856,187127,152594,183506,200577,196064,160579,181012,202579,264100,216592,184999,211827,242502,241279,NA,NA,NA,NA
Euro area,"Out-of-school children of primary school age, female (number)",484476,489250,477100,496435,458967,448923,421631,429328,352017,309045,295253,301416,331915,380106,389983,379883,303901,268805,252098,239910,256513,266953,307362,295583,320538,267952,195240,172757,60566,98983,101978,104115,176066,181869,181276,109852,104481,85957,102336,105527,105515,84218,82579,90803,121112,98459,78392,92917,107430,106727,NA,NA,NA,NA
Euro area,"Out-of-school children of primary school age, male (number)",589929,595958,598890,597573,510453,467035,424709,404031,394471,378656,364374,373332,391151,458753,467157,451889,361785,328041,308517,293424,301441,314381,351923,331496,319556,270979,198881,183895,53844,89252,93032,111740,186301,182367,174982,92003,82647,66637,81170,95050,90550,76361,98433,111777,142989,118133,106607,118910,135071,134552,NA,NA,NA,NA
Euro area,"Out-of-school adolescents of lower secondary school age, both sexes (number)",NA,NA,NA,NA,NA,709379,978626,709748,688913,583519,526288,533248,479048,462746,450537,441560,545948,432408,442131,422907,432221,407566,432476,424169,346440,347656,380066,415422,355080,447936,386315,327601,295217,261135,262536,127360,177502,278101,258405,255506,277356,381493,312967,308971,368609,347337,339877,337290,331017,331377,NA,NA,NA,NA
Euro area,"Out-of-school adolescents of lower secondary school age, female (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328206,278481,279987,270448,279790,265175,275917,277500,254685,254047,265914,277238,223000,247713,206788,163625,140227,121977,122838,62348,89406,139295,124277,122779,131565,187273,149200,144931,169168,153941,148563,148965,139395,139634,NA,NA,NA,NA
Euro area,"Out-of-school adolescents of lower secondary school age, male (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217741,153927,162144,152459,152431,142391,156559,146669,91754,93609,114152,138184,132080,200223,179527,163976,154990,139158,139699,65012,88097,138806,134127,132727,145790,194220,163767,164040,199441,193396,191314,188325,191622,191744,NA,NA,NA,NA
Euro area,"Out-of-school youth of upper secondary school age, both sexes (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1749062,2022618,1785311,1630580,1558584,1423807,1429262,1379311,1091495,932494,936069,828806,881054,834832,893234,1004840,919569,902098,837831,811238,724136,750137,746165,NA,NA,NA,NA
Euro area,"Out-of-school youth of upper secondary school age, female (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795775,927905,814258,779055,702928,655248,648278,620597,481182,403886,413103,371923,392686,378467,406109,479753,434845,425445,388726,377965,354852,368025,366041,NA,NA,NA,NA
Euro area,"Out-of-school youth of upper secondary school age, male (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953287,1094713,971052,851526,855656,768558,780984,758714,610313,528608,522966,456884,488368,456365,487126,525087,484724,476653,449105,433273,369284,382112,380123,NA,NA,NA,NA
Euro area,"School age population, primary education, both sexes (number)",23493166,23788770,23998104,24102936,24081124,23935365,23703987,23471537,23155590,22761700,22317285,21853692,21409578,20989118,20600744,20230249,19862637,19527256,19249442,19034920,18878767,18777902,18643556,18515395,18387322,18237729,18553487,18460632,18254805,18172294,17931569,17719601,17569336,17466413,17399817,17372486,17344990,17450688,17479896,17502954,17508043,17508208,17524717,17596440,17721757,17844752,17944423,18055158,18071964,18048247,NA,NA,NA,NA
Euro area,"School age population, primary education, female (number)",11478616,11621082,11720828,11768737,11754703,11680829,11566340,11449230,11292011,11097162,10877936,10649773,10434393,10230135,10041176,9860541,9680893,9519144,9384366,9279662,9203136,9153891,9086853,9023426,8960779,8888215,9042248,8997265,8896922,8856114,8738550,8634241,8563355,8513475,8480861,8468178,8457144,8504384,8520093,8532116,8535979,8535169,8538618,8568822,8628296,8685341,8728382,8781801,8788469,8773002,NA,NA,NA,NA
Euro area,"School age population, primary education, male (number)",12014550,12167688,12277276,12334199,12326421,12254536,12137647,12022307,11863579,11664538,11439349,11203919,10975185,10758983,10559568,10369708,10181744,10008112,9865076,9755258,9675631,9624011,9556703,9491969,9426543,9349514,9511239,9463367,9357883,9316180,9193019,9085360,9005981,8952938,8918956,8904308,8887846,8946304,8959803,8970838,8972064,8973039,8986099,9027618,9093461,9159411,9216041,9273357,9283495,9275245,NA,NA,NA,NA
Euro area,"School age population, lower secondary education, both sexes (number)",18266361,18542081,18863512,19195083,19527919,19832401,20057162,20204297,20235596,20164142,19992009,19714822,19341442,18900155,18387443,17848300,17339059,16872631,16445943,16140678,15795138,15568953,15440093,15256864,15260747,15290748,14827290,14836383,14958768,15985618,15916287,15818775,15678909,15523340,15334484,15112284,14902331,14684063,14536512,14434755,14372142,14310961,14318612,13881322,13884667,13847381,13772387,13772176,13826191,13888799,NA,NA,NA,NA
Euro area,"School age population, lower secondary education, female (number)",8935283,9065804,9218406,9377091,9537362,9684459,9793055,9860978,9873169,9836019,9750174,9613294,9433773,9220184,8970894,8707908,8458825,8235143,8028958,7880939,7712432,7602035,7538672,7448863,7449732,7462884,7235646,7240629,7300826,7799403,7763479,7714193,7645643,7568932,7476456,7369232,7271050,7162270,7085319,7032842,7002717,6974804,6976140,6760323,6756766,6736043,6696148,6691659,6713140,6737427,NA,NA,NA,NA
Euro area,"School age population, lower secondary education, male (number)",9331078,9476277,9645106,9817992,9990557,10147942,10264107,10343319,10362427,10328123,10241835,10101528,9907669,9679971,9416549,9140392,8880234,8637488,8416985,8259739,8082706,7966918,7901421,7808001,7811015,7827864,7591644,7595754,7657942,8186215,8152808,8104582,8033266,7954408,7858028,7743052,7631281,7521793,7451193,7401913,7369425,7336157,7342472,7120999,7127901,7111338,7076239,7080517,7113051,7151372,NA,NA,NA,NA
Euro area,"School age population, upper secondary education, both sexes (number)",15090073,15231909,15454845,15693883,15927943,16170296,16434030,16734420,17045441,17325601,17531652,17815525,17794625,17707961,17601451,17478062,17304520,17055643,16744940,16321239,15974270,15565613,15205347,14993731,14695568,14420968,14195173,14015420,13825554,12812445,12655160,12539128,12535443,12517078,12489298,12432406,12354930,12296959,12209269,12052283,11888452,11736604,11682099,12094479,12092950,12082159,12113583,12139500,12140287,12094113,NA,NA,NA,NA
Euro area,"School age population, upper secondary education, female (number)",7403783,7472625,7578750,7691392,7800998,7914941,8040065,8184515,8333643,8466742,8562588,8697229,8689147,8648000,8595801,8534349,8447990,8330292,8181153,7975607,7807123,7608178,7433677,7330527,7184008,7048204,6935747,6848858,6755266,6254859,6179889,6122204,6122614,6114346,6097943,6068216,6028370,5996537,5951993,5873735,5789320,5711657,5686716,5884346,5879097,5867670,5876096,5883899,5883801,5861857,NA,NA,NA,NA
Euro area,"School age population, upper secondary education, male (number)",7686290,7759284,7876095,8002491,8126945,8255355,8393965,8549905,8711798,8858859,8969064,9118296,9105478,9059961,9005650,8943713,8856530,8725351,8563787,8345632,8167147,7957435,7771670,7663204,7511560,7372764,7259426,7166562,7070288,6557586,6475271,6416924,6412829,6402732,6391355,6364190,6326560,6300422,6257276,6178548,6099132,6024947,5995383,6210133,6213853,6214489,6237487,6255601,6256486,6232256,NA,NA,NA,NA
Euro area,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euro area,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euro area,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euro area,"Unemployment, total (% of total labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.256411298,8.886115265,10.67620299,11.75785076,11.43481421,11.66594985,11.66273376,11.20046951,10.43940426,9.423776258,8.347443508,8.614318875,8.958532272,9.245839846,9.02031672,8.312232276,7.435066118,7.484369609,9.536717955,10.07030836,10.11072373,11.28865642,11.92865875,11.60486639,10.83974609,10.02740381,9.060118073,8.187791203,7.495901037,NA,NA,NA,NA
Euro area,"Unemployment, female (% of female labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.87129741,11.52995466,13.03052848,14.12342252,13.98720792,14.03287014,13.95319223,13.54550874,12.65289189,11.45926268,9.928565713,10.00459726,10.14258601,10.39103581,10.1330977,9.438922516,8.472412367,8.276658032,9.71307589,10.25217144,10.36195152,11.45350836,12.05418305,11.78611763,11.03115658,10.37835985,9.445835892,8.579356349,7.945479865,NA,NA,NA,NA
Euro area,"Unemployment, male (% of male labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.476521275,7.067925889,9.045117527,10.0943952,9.619057615,9.966128321,10.00533269,9.489507573,8.801110832,7.905290701,7.163182497,7.559936657,8.048629322,8.357134229,8.150574167,7.421356748,6.607710306,6.846743888,9.392487622,9.92066016,9.902252648,11.15045322,11.82209334,11.45090827,10.67765813,9.727557451,8.7304483,7.852817498,7.11098115,NA,NA,NA,NA
Europe & Central Asia,GDP per capita (current US$),1383.946055,1551.792041,1845.43261,2329.571641,2614.021648,3029.508706,3127.293416,3513.615783,4278.583375,5184.631514,5821.318161,5146.580596,4930.01983,4755.640805,4544.053728,4674.656426,6341.697319,7788.803592,8617.551405,8681.851775,10565.55858,10825.42975,11559.60082,10569.52659,11013.65312,12676.97439,12915.31792,12233.33738,12531.58059,12375.2111,11634.19945,11747.1196,12818.63669,15564.93249,18090.29783,19204.01184,20732.65848,24137.1508,26391.65449,23118.82635,23587.57456,26093.44077,25049.25744,26054.3811,26279.01045,22530.23561,22355.47156,23543.06802,25107.27442,NA,NA,NA,NA,NA
Europe & Central Asia,"Out-of-school children of primary school age, both sexes (number)",NA,NA,3700534,3883903,3840295,3751255,3553080,3498280,3406396,3296396,3272492,3567237,3537582,3666456,3316150,3293327,2968868,2754979,2482961,2569955,2520444,2322178,2440300,2568092,2638471,2791227,2520507,2473078,1823280,1684637,1792659,1575210,1440939,1317589,1306945,1476900,1515647,1456953,1185568,1311627,1152455,1099530,1118742,975119,1104627,999914,991113,1002206,1076065,1111526,NA,NA,NA,NA
Europe & Central Asia,"Out-of-school children of primary school age, female (number)",NA,NA,NA,2110386,2124253,2098962,1996721,1990223,1936627,1862612,1863711,2020124,1980419,2010261,1755414,1751483,1589635,1499456,1348061,1396230,1351895,1252940,1301653,1418110,1469302,1510001,1395959,1400925,1069909,985367,1020757,895900,819145,755697,739437,802595,808591,760840,632879,675754,590785,560640,557209,486078,534653,477477,469371,480087,510465,522871,NA,NA,NA,NA
